order_id,product_name,category,price_inr,quantity_sold,total_sales_inr,order_date,payment_method,customer_rating,month,year,profit_inr,discount_percent,customer_segment,region,calculated_sales,sales_difference,profit_margin_percent,revenue_per_unit,profit_per_unit,month_number,quarter,year_month,discount_amount,net_sales_after_discount,month_start
ORD00247,Smartwatch,Electronics,16272.38,3,48817.14,15-06-2024,Debit Card,1.4,June,2024,9763.428,10,Wholesale,West,48817.14,0,20.00%,16272.38,3254.476,6,Q2,Jun-24,4881.714,43935.43,Jun-24
ORD00248,T-Shirt,Clothing,29222.92,3,87668.76,16-10-2024,Debit Card,2.7,October,2024,17533.752,28,Retail,West,87668.76,0,20.00%,29222.92,5844.584,10,Q4,Oct-24,24547.2528,63121.51,Oct-24
ORD00249,Educational Book,Books,1483.5,5,7417.5,04-11-2024,Debit Card,4.3,November,2024,1483.5,9,Wholesale,West,7417.5,0,20.00%,1483.5,296.7,11,Q4,Nov-24,667.575,6749.93,Nov-24
ORD00250,Self-Help Book,Books,35629.55,2,71259.1,01-02-2025,Wallet,2,February,2025,14251.82,24,Wholesale,East,71259.1,0,20.00%,35629.55,7125.91,2,Q1,Feb-25,17102.184,54156.92,Feb-25
ORD00251,Jacket,Clothing,1987.98,4,7951.92,23-02-2024,UPI,3.3,February,2024,1590.384,6,Retail,East,7951.92,0,20.00%,1987.98,397.596,2,Q1,Feb-24,477.1152,7474.8,Feb-24
ORD00252,Educational Book,Books,37590.44,4,150361.76,28-03-2024,Wallet,1.8,March,2024,30072.352,10,Retail,South,150361.76,0,20.00%,37590.44,7518.088,3,Q1,Mar-24,15036.176,135325.58,Mar-24
ORD00253,Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,11-12-2024,UPI,2,December,2024,25407.592,26,Online,West,127037.96,0,20.00%,31759.49,6351.898,12,Q4,Dec-24,33029.8696,94008.09,Dec-24
ORD00254,Shampoo,Beauty,18787.05,4,75148.2,27-01-2025,Credit Card,1.1,January,2025,15029.64,15,Online,East,75148.2,0,20.00%,18787.05,3757.41,1,Q1,Jan-25,11272.23,63875.97,Jan-25
ORD00255,Educational Book,Books,17066.16,1,17066.16,15-09-2024,Wallet,2.8,September,2024,3413.232,20,Retail,North,17066.16,0,20.00%,17066.16,3413.232,9,Q3,Sep-24,3413.232,13652.93,Sep-24
ORD00256,Jacket,Clothing,15068.72,4,60274.88,23-03-2024,Debit Card,1.4,March,2024,12054.976,20,Retail,West,60274.88,0,20.00%,15068.72,3013.744,3,Q1,Mar-24,12054.976,48219.9,Mar-24
ORD00257,Smartphone,Electronics,44334.11,3,133002.33,24-02-2024,Wallet,2.6,February,2024,26600.466,5,Online,South,133002.33,0,20.00%,44334.11,8866.822,2,Q1,Feb-24,6650.1165,126352.21,Feb-24
ORD00258,Smartphone,Electronics,11183.75,1,11183.75,15-11-2024,Credit Card,4.9,November,2024,2236.75,13,Wholesale,South,11183.75,0,20.00%,11183.75,2236.75,11,Q4,Nov-24,1453.8875,9729.86,Nov-24
ORD00259,Cookware Set,Home & Kitchen,2923.95,5,14619.75,16-08-2024,Net Banking,1.1,August,2024,2923.95,10,Retail,South,14619.75,0,20.00%,2923.95,584.79,8,Q3,Aug-24,1461.975,13157.78,Aug-24
ORD00260,Shampoo,Beauty,7339.66,2,14679.32,29-11-2024,Net Banking,1.1,November,2024,2935.864,20,Online,North,14679.32,0,20.00%,7339.66,1467.932,11,Q4,Nov-24,2935.864,11743.46,Nov-24
ORD00261,Table Lamp,Home & Kitchen,41405.37,2,82810.74,06-10-2024,Wallet,4.6,October,2024,16562.148,7,Wholesale,East,82810.74,0,20.00%,41405.37,8281.074,10,Q4,Oct-24,5796.7518,77013.99,Oct-24
ORD00262,Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,01-09-2024,Net Banking,4.6,September,2024,7222.876,24,Retail,North,36114.38,0,20.00%,36114.38,7222.876,9,Q3,Sep-24,8667.4512,27446.93,Sep-24
ORD00263,Smartphone,Electronics,19915.59,5,99577.95,06-09-2024,COD,1.2,September,2024,19915.59,8,Wholesale,West,99577.95,0,20.00%,19915.59,3983.118,9,Q3,Sep-24,7966.236,91611.71,Sep-24
ORD00264,Smartphone,Electronics,18366.97,4,73467.88,22-05-2024,COD,1.2,May,2024,14693.576,23,Online,South,73467.88,0,20.00%,18366.97,3673.394,5,Q2,May-24,16897.6124,56570.27,May-24
ORD00265,Smartphone,Electronics,8563.14,2,17126.28,03-03-2024,COD,3.1,March,2024,3425.256,30,Retail,North,17126.28,0,20.00%,8563.14,1712.628,3,Q1,Mar-24,5137.884,11988.4,Mar-24
ORD00266,Hair Dryer,Beauty,40461.79,1,40461.79,19-05-2024,Credit Card,4.9,May,2024,8092.358,7,Wholesale,North,40461.79,0,20.00%,40461.79,8092.358,5,Q2,May-24,2832.3253,37629.46,May-24
ORD00267,Jacket,Clothing,6943.4,5,34717,16-07-2024,Debit Card,1.5,July,2024,6943.4,23,Retail,East,34717,0,20.00%,6943.4,1388.68,7,Q3,Jul-24,7984.91,26732.09,Jul-24
ORD00268,Shampoo,Beauty,14517.08,1,14517.08,19-05-2024,UPI,3,May,2024,2903.416,24,Wholesale,East,14517.08,0,20.00%,14517.08,2903.416,5,Q2,May-24,3484.0992,11032.98,May-24
ORD00269,Tablet,Electronics,4248.25,5,21241.25,19-07-2024,Wallet,4.1,July,2024,4248.25,11,Online,South,21241.25,0,20.00%,4248.25,849.65,7,Q3,Jul-24,2336.5375,18904.71,Jul-24
ORD00270,Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,12-12-2024,Debit Card,3.1,December,2024,43118.73,24,Online,North,215593.65,0,20.00%,43118.73,8623.746,12,Q4,Dec-24,51742.476,163851.17,Dec-24
ORD00271,Dress,Clothing,10086.76,2,20173.52,26-03-2024,Wallet,1.9,March,2024,4034.704,13,Retail,North,20173.52,0,20.00%,10086.76,2017.352,3,Q1,Mar-24,2622.5576,17550.96,Mar-24
ORD00272,Face Cream,Beauty,35373.5,4,141494,09-08-2024,Credit Card,2.9,August,2024,28298.8,5,Wholesale,East,141494,0,20.00%,35373.5,7074.7,8,Q3,Aug-24,7074.7,134419.3,Aug-24
ORD00273,Table Lamp,Home & Kitchen,43002.68,3,129008.04,05-04-2024,UPI,4.2,April,2024,25801.608,12,Retail,North,129008.04,0,20.00%,43002.68,8600.536,4,Q2,Apr-24,15480.9648,113527.08,Apr-24
ORD00274,Laptop,Electronics,46388.81,1,46388.81,21-02-2024,COD,4.4,February,2024,9277.762,11,Retail,North,46388.81,0,20.00%,46388.81,9277.762,2,Q1,Feb-24,5102.7691,41286.04,Feb-24
ORD00275,Cookbook,Books,47384.51,3,142153.53,29-05-2024,Net Banking,1.5,May,2024,28430.706,22,Wholesale,North,142153.53,0,20.00%,47384.51,9476.902,5,Q2,May-24,31273.7766,110879.75,May-24
ORD00276,Jacket,Clothing,15826.47,2,31652.94,13-07-2024,Net Banking,4.4,July,2024,6330.588,12,Wholesale,East,31652.94,0,20.00%,15826.47,3165.294,7,Q3,Jul-24,3798.3528,27854.59,Jul-24
ORD00277,Shampoo,Beauty,33927.57,5,169637.85,02-02-2025,Wallet,2.6,February,2025,33927.57,5,Wholesale,South,169637.85,0,20.00%,33927.57,6785.514,2,Q1,Feb-25,8481.8925,161155.96,Feb-25
ORD00278,Tablet,Electronics,27400.84,1,27400.84,07-02-2025,Net Banking,3.6,February,2025,5480.168,15,Online,West,27400.84,0,20.00%,27400.84,5480.168,2,Q1,Feb-25,4110.126,23290.71,Feb-25
ORD00279,Tablet,Electronics,37684.28,4,150737.12,02-04-2024,COD,3.2,April,2024,30147.424,29,Retail,South,150737.12,0,20.00%,37684.28,7536.856,4,Q2,Apr-24,43713.7648,107023.36,Apr-24
ORD00280,Sneakers,Clothing,22968.18,4,91872.72,23-01-2025,Net Banking,4.1,January,2025,18374.544,29,Retail,West,91872.72,0,20.00%,22968.18,4593.636,1,Q1,Jan-25,26643.0888,65229.63,Jan-25
ORD00281,Sofa Cover,Home & Kitchen,43444.93,1,43444.93,10-01-2025,Wallet,4,January,2025,8688.986,22,Online,North,43444.93,0,20.00%,43444.93,8688.986,1,Q1,Jan-25,9557.8846,33887.05,Jan-25
ORD00282,Headphones,Electronics,36083.22,3,108249.66,25-07-2024,Credit Card,2.9,July,2024,21649.932,27,Wholesale,South,108249.66,0,20.00%,36083.22,7216.644,7,Q3,Jul-24,29227.4082,79022.25,Jul-24
ORD00283,Cookware Set,Home & Kitchen,43043.82,5,215219.1,09-11-2024,Wallet,4.1,November,2024,43043.82,14,Online,West,215219.1,0,20.00%,43043.82,8608.764,11,Q4,Nov-24,30130.674,185088.43,Nov-24
ORD00284,Smartwatch,Electronics,1517.63,4,6070.52,10-11-2024,COD,2,November,2024,1214.104,7,Online,East,6070.52,0,20.00%,1517.63,303.526,11,Q4,Nov-24,424.9364,5645.58,Nov-24
ORD00285,Fiction Novel,Books,1626.1,5,8130.5,15-11-2024,Credit Card,2.8,November,2024,1626.1,11,Online,East,8130.5,0,20.00%,1626.1,325.22,11,Q4,Nov-24,894.355,7236.15,Nov-24
ORD00286,T-Shirt,Clothing,40384.62,1,40384.62,27-04-2024,UPI,4.2,April,2024,8076.924,20,Retail,South,40384.62,0,20.00%,40384.62,8076.924,4,Q2,Apr-24,8076.924,32307.7,Apr-24
ORD00287,T-Shirt,Clothing,37295.08,1,37295.08,06-02-2025,UPI,4,February,2025,7459.016,30,Online,South,37295.08,0,20.00%,37295.08,7459.016,2,Q1,Feb-25,11188.524,26106.56,Feb-25
ORD00288,Sneakers,Clothing,13915.5,3,41746.5,02-07-2024,Net Banking,3.9,July,2024,8349.3,20,Retail,North,41746.5,0,20.00%,13915.5,2783.1,7,Q3,Jul-24,8349.3,33397.2,Jul-24
ORD00289,Smartphone,Electronics,23625.05,2,47250.1,07-07-2024,Debit Card,2,July,2024,9450.02,29,Retail,South,47250.1,0,20.00%,23625.05,4725.01,7,Q3,Jul-24,13702.529,33547.57,Jul-24
ORD00290,Mixer Grinder,Home & Kitchen,464.18,3,1392.54,02-08-2024,Debit Card,4.1,August,2024,278.508,24,Retail,North,1392.54,0,20.00%,464.18,92.836,8,Q3,Aug-24,334.2096,1058.33,Aug-24
ORD00291,T-Shirt,Clothing,26667.15,2,53334.3,05-11-2024,Credit Card,1.9,November,2024,10666.86,21,Wholesale,North,53334.3,0,20.00%,26667.15,5333.43,11,Q4,Nov-24,11200.203,42134.1,Nov-24
ORD00292,Fiction Novel,Books,29093.02,2,58186.04,01-11-2024,Debit Card,3.7,November,2024,11637.208,6,Retail,East,58186.04,0,20.00%,29093.02,5818.604,11,Q4,Nov-24,3491.1624,54694.88,Nov-24
ORD00293,Jacket,Clothing,44770.65,3,134311.95,12-12-2024,Wallet,3.5,December,2024,26862.39,5,Retail,East,134311.95,0,20.00%,44770.65,8954.13,12,Q4,Dec-24,6715.5975,127596.35,Dec-24
ORD00294,Bedsheet,Home & Kitchen,32749.9,1,32749.9,02-08-2024,Net Banking,3.8,August,2024,6549.98,20,Wholesale,West,32749.9,0,20.00%,32749.9,6549.98,8,Q3,Aug-24,6549.98,26199.92,Aug-24
ORD00295,Educational Book,Books,4990.66,3,14971.98,30-05-2024,Wallet,4.6,May,2024,2994.396,16,Retail,East,14971.98,0,20.00%,4990.66,998.132,5,Q2,May-24,2395.5168,12576.46,May-24
ORD00296,T-Shirt,Clothing,11044.89,3,33134.67,25-11-2024,Wallet,1.5,November,2024,6626.934,9,Online,East,33134.67,0,20.00%,11044.89,2208.978,11,Q4,Nov-24,2982.1203,30152.55,Nov-24
ORD00297,Fiction Novel,Books,46032.16,5,230160.8,08-12-2024,Debit Card,4.4,December,2024,46032.16,9,Online,South,230160.8,0,20.00%,46032.16,9206.432,12,Q4,Dec-24,20714.472,209446.33,Dec-24
ORD00298,Educational Book,Books,43965.67,3,131897.01,25-08-2024,Debit Card,1.1,August,2024,26379.402,27,Retail,East,131897.01,0,20.00%,43965.67,8793.134,8,Q3,Aug-24,35612.1927,96284.82,Aug-24
ORD00299,T-Shirt,Clothing,6037.98,2,12075.96,25-05-2024,COD,3.6,May,2024,2415.192,13,Wholesale,West,12075.96,0,20.00%,6037.98,1207.596,5,Q2,May-24,1569.8748,10506.09,May-24
ORD00300,Comic Book,Books,22747.82,3,68243.46,20-09-2024,Debit Card,4.5,September,2024,13648.692,13,Online,South,68243.46,0,20.00%,22747.82,4549.564,9,Q3,Sep-24,8871.6498,59371.81,Sep-24
ORD00301,Headphones,Electronics,26615.92,2,53231.84,21-06-2024,COD,2.3,June,2024,10646.368,7,Wholesale,West,53231.84,0,20.00%,26615.92,5323.184,6,Q2,Jun-24,3726.2288,49505.61,Jun-24
ORD00302,Face Cream,Beauty,48234.31,2,96468.62,08-07-2024,Debit Card,1.8,July,2024,19293.724,23,Wholesale,East,96468.62,0,20.00%,48234.31,9646.862,7,Q3,Jul-24,22187.7826,74280.84,Jul-24
ORD00303,Table Lamp,Home & Kitchen,24172.56,1,24172.56,20-12-2024,UPI,3.1,December,2024,4834.512,20,Online,West,24172.56,0,20.00%,24172.56,4834.512,12,Q4,Dec-24,4834.512,19338.05,Dec-24
ORD00304,Fiction Novel,Books,16385.37,3,49156.11,24-02-2024,Wallet,1.6,February,2024,9831.222,20,Wholesale,South,49156.11,0,20.00%,16385.37,3277.074,2,Q1,Feb-24,9831.222,39324.89,Feb-24
ORD00305,T-Shirt,Clothing,29527.22,3,88581.66,30-03-2024,COD,1.2,March,2024,17716.332,7,Online,North,88581.66,0,20.00%,29527.22,5905.444,3,Q1,Mar-24,6200.7162,82380.94,Mar-24
ORD00306,Table Lamp,Home & Kitchen,42516.65,3,127549.95,28-04-2024,Net Banking,1.8,April,2024,25509.99,24,Wholesale,West,127549.95,0,20.00%,42516.65,8503.33,4,Q2,Apr-24,30611.988,96937.96,Apr-24
ORD00307,Comic Book,Books,27175.37,5,135876.85,02-08-2024,COD,3.9,August,2024,27175.37,28,Online,West,135876.85,0,20.00%,27175.37,5435.074,8,Q3,Aug-24,38045.518,97831.33,Aug-24
ORD00308,Dress,Clothing,25379.68,4,101518.72,06-10-2024,Wallet,3.5,October,2024,20303.744,26,Retail,South,101518.72,0,20.00%,25379.68,5075.936,10,Q4,Oct-24,26394.8672,75123.85,Oct-24
ORD00309,Educational Book,Books,29568.18,3,88704.54,12-01-2025,Credit Card,1.3,January,2025,17740.908,28,Online,South,88704.54,0,20.00%,29568.18,5913.636,1,Q1,Jan-25,24837.2712,63867.27,Jan-25
ORD00310,Fiction Novel,Books,23562.27,2,47124.54,23-12-2024,Credit Card,4.9,December,2024,9424.908,5,Online,West,47124.54,0,20.00%,23562.27,4712.454,12,Q4,Dec-24,2356.227,44768.31,Dec-24
ORD00311,Dress,Clothing,19134.26,2,38268.52,12-02-2024,COD,4.6,February,2024,7653.704,28,Online,East,38268.52,0,20.00%,19134.26,3826.852,2,Q1,Feb-24,10715.1856,27553.33,Feb-24
ORD00312,Fiction Novel,Books,10176.11,5,50880.55,17-08-2024,Net Banking,2.1,August,2024,10176.11,24,Online,West,50880.55,0,20.00%,10176.11,2035.222,8,Q3,Aug-24,12211.332,38669.22,Aug-24
ORD00313,Laptop,Electronics,48177.16,3,144531.48,05-03-2024,Net Banking,1.7,March,2024,28906.296,15,Wholesale,South,144531.48,0,20.00%,48177.16,9635.432,3,Q1,Mar-24,21679.722,122851.76,Mar-24
ORD00314,Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,07-03-2024,Net Banking,1.5,March,2024,6119.31,21,Retail,North,30596.55,0,20.00%,6119.31,1223.862,3,Q1,Mar-24,6425.2755,24171.27,Mar-24
ORD00315,Shampoo,Beauty,6015.13,1,6015.13,26-08-2024,Credit Card,1.9,August,2024,1203.026,12,Online,North,6015.13,0,20.00%,6015.13,1203.026,8,Q3,Aug-24,721.8156,5293.31,Aug-24
ORD00316,T-Shirt,Clothing,41198.84,4,164795.36,08-04-2024,Credit Card,3,April,2024,32959.072,8,Wholesale,East,164795.36,0,20.00%,41198.84,8239.768,4,Q2,Apr-24,13183.6288,151611.73,Apr-24
ORD00317,Cookbook,Books,11527.7,3,34583.1,30-11-2024,Net Banking,1.8,November,2024,6916.62,10,Retail,West,34583.1,0,20.00%,11527.7,2305.54,11,Q4,Nov-24,3458.31,31124.79,Nov-24
ORD00318,Smartwatch,Electronics,27749.19,4,110996.76,22-01-2025,Wallet,2.5,January,2025,22199.352,12,Retail,North,110996.76,0,20.00%,27749.19,5549.838,1,Q1,Jan-25,13319.6112,97677.15,Jan-25
ORD00319,Smartphone,Electronics,14014.82,1,14014.82,23-11-2024,Credit Card,4.6,November,2024,2802.964,24,Retail,West,14014.82,0,20.00%,14014.82,2802.964,11,Q4,Nov-24,3363.5568,10651.26,Nov-24
ORD00320,Smartphone,Electronics,23293.14,2,46586.28,08-06-2024,UPI,4.1,June,2024,9317.256,7,Retail,South,46586.28,0,20.00%,23293.14,4658.628,6,Q2,Jun-24,3261.0396,43325.24,Jun-24
ORD00321,Sneakers,Clothing,38592.49,5,192962.45,13-10-2024,Wallet,3.2,October,2024,38592.49,20,Online,North,192962.45,0,20.00%,38592.49,7718.498,10,Q4,Oct-24,38592.49,154369.96,Oct-24
ORD00322,Smartphone,Electronics,39898.86,1,39898.86,03-06-2024,Wallet,1.8,June,2024,7979.772,29,Online,East,39898.86,0,20.00%,39898.86,7979.772,6,Q2,Jun-24,11570.6694,28328.19,Jun-24
ORD00323,Educational Book,Books,39842.5,2,79685,10-10-2024,Debit Card,4.4,October,2024,15937,7,Wholesale,South,79685,0,20.00%,39842.5,7968.5,10,Q4,Oct-24,5577.95,74107.05,Oct-24
ORD00324,Fiction Novel,Books,30395.25,1,30395.25,07-04-2024,COD,1.1,April,2024,6079.05,29,Wholesale,East,30395.25,0,20.00%,30395.25,6079.05,4,Q2,Apr-24,8814.6225,21580.63,Apr-24
ORD00325,Face Cream,Beauty,36560.32,5,182801.6,01-01-2025,Net Banking,2.5,January,2025,36560.32,22,Wholesale,South,182801.6,0,20.00%,36560.32,7312.064,1,Q1,Jan-25,40216.352,142585.25,Jan-25
ORD00326,Cookware Set,Home & Kitchen,44248.09,1,44248.09,19-02-2024,Net Banking,3.1,February,2024,8849.618,18,Retail,North,44248.09,0,20.00%,44248.09,8849.618,2,Q1,Feb-24,7964.6562,36283.43,Feb-24
ORD00327,Tablet,Electronics,18386.26,1,18386.26,06-10-2024,Credit Card,1.4,October,2024,3677.252,22,Retail,East,18386.26,0,20.00%,18386.26,3677.252,10,Q4,Oct-24,4044.9772,14341.28,Oct-24
ORD00328,Jacket,Clothing,33683.4,1,33683.4,08-01-2025,Debit Card,3.8,January,2025,6736.68,6,Online,East,33683.4,0,20.00%,33683.4,6736.68,1,Q1,Jan-25,2021.004,31662.4,Jan-25
ORD00329,Hair Dryer,Beauty,49561.57,3,148684.71,03-04-2024,Net Banking,3.5,April,2024,29736.942,26,Retail,South,148684.71,0,20.00%,49561.57,9912.314,4,Q2,Apr-24,38658.0246,110026.69,Apr-24
ORD00330,Face Cream,Beauty,18551.65,2,37103.3,30-03-2024,Credit Card,2.6,March,2024,7420.66,7,Retail,East,37103.3,0,20.00%,18551.65,3710.33,3,Q1,Mar-24,2597.231,34506.07,Mar-24
ORD00331,Headphones,Electronics,12249.35,5,61246.75,29-01-2025,Wallet,2.9,January,2025,12249.35,20,Retail,South,61246.75,0,20.00%,12249.35,2449.87,1,Q1,Jan-25,12249.35,48997.4,Jan-25
ORD00332,Jeans,Clothing,35305.39,1,35305.39,10-06-2024,UPI,2.2,June,2024,7061.078,13,Wholesale,South,35305.39,0,20.00%,35305.39,7061.078,6,Q2,Jun-24,4589.7007,30715.69,Jun-24
ORD00333,Smartwatch,Electronics,16790.46,5,83952.3,27-08-2024,Net Banking,4.3,August,2024,16790.46,8,Wholesale,South,83952.3,0,20.00%,16790.46,3358.092,8,Q3,Aug-24,6716.184,77236.12,Aug-24
ORD00334,Jacket,Clothing,26096.96,4,104387.84,28-03-2024,Debit Card,3.5,March,2024,20877.568,5,Online,South,104387.84,0,20.00%,26096.96,5219.392,3,Q1,Mar-24,5219.392,99168.45,Mar-24
ORD00335,Self-Help Book,Books,34361.96,5,171809.8,22-03-2024,Net Banking,4.4,March,2024,34361.96,8,Retail,North,171809.8,0,20.00%,34361.96,6872.392,3,Q1,Mar-24,13744.784,158065.02,Mar-24
ORD00336,Table Lamp,Home & Kitchen,46079.49,5,230397.45,28-02-2024,Net Banking,3.7,February,2024,46079.49,5,Retail,South,230397.45,0,20.00%,46079.49,9215.898,2,Q1,Feb-24,11519.8725,218877.58,Feb-24
ORD00337,Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,05-06-2024,COD,3,June,2024,18821.376,18,Online,West,94106.88,0,20.00%,47053.44,9410.688,6,Q2,Jun-24,16939.2384,77167.64,Jun-24
ORD00338,Tablet,Electronics,18905.94,3,56717.82,14-08-2024,UPI,4.5,August,2024,11343.564,25,Retail,East,56717.82,0,20.00%,18905.94,3781.188,8,Q3,Aug-24,14179.455,42538.37,Aug-24
ORD00339,Hair Dryer,Beauty,30977.18,3,92931.54,08-11-2024,UPI,3.3,November,2024,18586.308,20,Retail,West,92931.54,0,20.00%,30977.18,6195.436,11,Q4,Nov-24,18586.308,74345.23,Nov-24
ORD00340,Table Lamp,Home & Kitchen,41841.57,2,83683.14,27-05-2024,COD,1.1,May,2024,16736.628,24,Wholesale,North,83683.14,0,20.00%,41841.57,8368.314,5,Q2,May-24,20083.9536,63599.19,May-24
ORD00341,Laptop,Electronics,4277.15,4,17108.6,12-08-2024,COD,2.1,August,2024,3421.72,28,Online,West,17108.6,0,20.00%,4277.15,855.43,8,Q3,Aug-24,4790.408,12318.19,Aug-24
ORD00342,Sofa Cover,Home & Kitchen,15648.85,2,31297.7,03-02-2025,Credit Card,4.4,February,2025,6259.54,12,Online,East,31297.7,0,20.00%,15648.85,3129.77,2,Q1,Feb-25,3755.724,27541.98,Feb-25
ORD00343,Headphones,Electronics,26992.72,3,80978.16,15-02-2024,Wallet,1.1,February,2024,16195.632,11,Online,West,80978.16,0,20.00%,26992.72,5398.544,2,Q1,Feb-24,8907.5976,72070.56,Feb-24
ORD00344,Headphones,Electronics,49586.31,4,198345.24,03-05-2024,UPI,4.3,May,2024,39669.048,7,Online,North,198345.24,0,20.00%,49586.31,9917.262,5,Q2,May-24,13884.1668,184461.07,May-24
ORD00345,Tablet,Electronics,37181.04,1,37181.04,21-03-2024,Wallet,1.2,March,2024,7436.208,21,Wholesale,South,37181.04,0,20.00%,37181.04,7436.208,3,Q1,Mar-24,7808.0184,29373.02,Mar-24
ORD00346,Sneakers,Clothing,46090.65,4,184362.6,25-01-2025,UPI,3.3,January,2025,36872.52,5,Wholesale,West,184362.6,0,20.00%,46090.65,9218.13,1,Q1,Jan-25,9218.13,175144.47,Jan-25
ORD00347,Educational Book,Books,48151.09,4,192604.36,23-07-2024,UPI,2.9,July,2024,38520.872,20,Retail,North,192604.36,0,20.00%,48151.09,9630.218,7,Q3,Jul-24,38520.872,154083.49,Jul-24
ORD00348,Smartwatch,Electronics,8197.47,2,16394.94,28-09-2024,Wallet,3,September,2024,3278.988,16,Retail,North,16394.94,0,20.00%,8197.47,1639.494,9,Q3,Sep-24,2623.1904,13771.75,Sep-24
ORD00349,Cookware Set,Home & Kitchen,40679.29,2,81358.58,13-07-2024,Wallet,1.5,July,2024,16271.716,23,Retail,East,81358.58,0,20.00%,40679.29,8135.858,7,Q3,Jul-24,18712.4734,62646.11,Jul-24
ORD00350,Perfume,Beauty,45012.71,3,135038.13,15-10-2024,UPI,4.9,October,2024,27007.626,26,Retail,East,135038.13,0,20.00%,45012.71,9002.542,10,Q4,Oct-24,35109.9138,99928.22,Oct-24
ORD00351,Perfume,Beauty,5127.02,3,15381.06,07-02-2025,Debit Card,4.5,February,2025,3076.212,27,Wholesale,West,15381.06,0,20.00%,5127.02,1025.404,2,Q1,Feb-25,4152.8862,11228.17,Feb-25
ORD00352,Laptop,Electronics,13954.48,3,41863.44,12-01-2025,UPI,1.5,January,2025,8372.688,26,Online,South,41863.44,0,20.00%,13954.48,2790.896,1,Q1,Jan-25,10884.4944,30978.95,Jan-25
ORD00353,T-Shirt,Clothing,26166.89,4,104667.56,06-09-2024,Credit Card,3.7,September,2024,20933.512,18,Wholesale,North,104667.56,0,20.00%,26166.89,5233.378,9,Q3,Sep-24,18840.1608,85827.4,Sep-24
ORD00354,Hair Dryer,Beauty,45072.69,2,90145.38,30-12-2024,Wallet,2.6,December,2024,18029.076,10,Retail,West,90145.38,0,20.00%,45072.69,9014.538,12,Q4,Dec-24,9014.538,81130.84,Dec-24
ORD00355,T-Shirt,Clothing,33543.19,2,67086.38,09-03-2024,UPI,3.7,March,2024,13417.276,10,Wholesale,North,67086.38,0,20.00%,33543.19,6708.638,3,Q1,Mar-24,6708.638,60377.74,Mar-24
ORD00356,Self-Help Book,Books,34116.23,3,102348.69,20-03-2024,Wallet,1.4,March,2024,20469.738,17,Online,North,102348.69,0,20.00%,34116.23,6823.246,3,Q1,Mar-24,17399.2773,84949.41,Mar-24
ORD00357,Self-Help Book,Books,15466.4,5,77332,29-07-2024,Wallet,2.9,July,2024,15466.4,23,Online,South,77332,0,20.00%,15466.4,3093.28,7,Q3,Jul-24,17786.36,59545.64,Jul-24
ORD00358,Laptop,Electronics,19879.4,4,79517.6,15-03-2024,Debit Card,3.2,March,2024,15903.52,26,Wholesale,South,79517.6,0,20.00%,19879.4,3975.88,3,Q1,Mar-24,20674.576,58843.02,Mar-24
ORD00359,Sofa Cover,Home & Kitchen,11914.15,2,23828.3,10-06-2024,Wallet,2.4,June,2024,4765.66,12,Wholesale,West,23828.3,0,20.00%,11914.15,2382.83,6,Q2,Jun-24,2859.396,20968.9,Jun-24
ORD00360,Dress,Clothing,7936.32,4,31745.28,21-09-2024,Credit Card,1.5,September,2024,6349.056,6,Wholesale,South,31745.28,0,20.00%,7936.32,1587.264,9,Q3,Sep-24,1904.7168,29840.56,Sep-24
ORD00361,Educational Book,Books,7633.85,2,15267.7,01-09-2024,Net Banking,3.8,September,2024,3053.54,25,Retail,South,15267.7,0,20.00%,7633.85,1526.77,9,Q3,Sep-24,3816.925,11450.78,Sep-24
ORD00362,Face Cream,Beauty,2470.82,4,9883.28,26-05-2024,UPI,2,May,2024,1976.656,5,Wholesale,West,9883.28,0,20.00%,2470.82,494.164,5,Q2,May-24,494.164,9389.12,May-24
ORD00363,Sofa Cover,Home & Kitchen,908.47,3,2725.41,27-09-2024,COD,4.6,September,2024,545.082,19,Wholesale,South,2725.41,0,20.00%,908.47,181.694,9,Q3,Sep-24,517.8279,2207.58,Sep-24
ORD00364,Table Lamp,Home & Kitchen,14102.56,4,56410.24,20-09-2024,COD,2.9,September,2024,11282.048,5,Wholesale,East,56410.24,0,20.00%,14102.56,2820.512,9,Q3,Sep-24,2820.512,53589.73,Sep-24
ORD00365,Laptop,Electronics,23287.93,4,93151.72,14-08-2024,Debit Card,2,August,2024,18630.344,9,Online,North,93151.72,0,20.00%,23287.93,4657.586,8,Q3,Aug-24,8383.6548,84768.07,Aug-24
ORD00366,Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,28-01-2025,Net Banking,4,January,2025,8266.642,20,Online,North,41333.21,0,20.00%,41333.21,8266.642,1,Q1,Jan-25,8266.642,33066.57,Jan-25
ORD00367,Educational Book,Books,35304.99,1,35304.99,06-08-2024,COD,2,August,2024,7060.998,23,Retail,North,35304.99,0,20.00%,35304.99,7060.998,8,Q3,Aug-24,8120.1477,27184.84,Aug-24
